NOTATION,INSPECTION AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,NUMBER_KEY,COMMUNITY_CODE,COMMUNITY,ESRI_OID,
CONDEMNATION,1070,1920,HORTON ST,CRIMPREP,CBHCODE ,  ,1920 HORTON ST,VACANT  ,N,1383390,417525,020300250212      ,B201407560,44,S FAIRMOUNT,832,
VACATE THE BUILDING,0470,3435,HUDSON AV,ORDERS  ,CBHCODE ,  ,3435 HUDSON AV,VACANT  ,N,1410314,421388,005700050034      ,B201907886,11,EVANSTON,833,
KEEP THE BUILDING VACANT,0470,3435,HUDSON AV,ORDERS  ,CBHCODE ,  ,3435 HUDSON AV,VACANT  ,N,1410314,421388,005700050034      ,B201907886,11,EVANSTON,833,
KEEP THE BUILDING VACANT,0190,1614,HUGHES ST,ORDERS  ,CBHCODE ,  ,1614 HUGHES ST,VACANT  ,N,1397829,411794,008600020027      ,B201200218,24,OVER-THE-RHINE,834,
CONDEMNATION,0190,1617,HUGHES ST,CIVIL2  ,CBHCODE ,  ,1617 HUGHES ST,VACANT  ,N,1397717,411818,008600030054      ,B200805894,24,OVER-THE-RHINE,835,
KEEP THE BUILDING VACANT,0190,1637,HUGHES ST,ORDERS  ,CBHCODE ,  ,1637 HUGHES ST,VACANT  ,N,1397760,412002,008600030048      ,B201906461,24,OVER-THE-RHINE,836,
KEEP THE BUILDING VACANT,0190,1700,HUGHES ST,INTAKE  ,CBHCODE ,  ,1700 HUGHES ST,VACANT  ,N,1397831,412079,008600020019      ,B201907040,24,OVER-THE-RHINE,837,
KEEP THE BUILDING VACANT,0190,1700,HUGHES ST,ORDERS  ,CBHCODE ,  ,1700 HUGHES ST,VACANT  ,N,1397831,412079,008600020019      ,B200901828,24,OVER-THE-RHINE,838,
HISTORIC -DANGEROUS & UNSAFE,0190,2,HUST AL,ORDERS  ,CBHCODE ,  ,2 HUST AL,VACANT  ,N,1396329,413382,009400050139      ,B201502097,28,OVER-THE-RHINE,839,
CONDEMNATION,0810,833,HUTCHINS AV,CIVIL2  ,CBHCODE ,  ,833 HUTCHINS AV,VACANT  ,N,1404727,423166,010700110004      ,B201702674,31,AVONDALE,840,
KEEP THE BUILDING VACANT,0810,837,HUTCHINS AV,VSUSPEND,CBHCODE ,  ,837 HUTCHINS AV,VACANT  ,N,1404827,423158,010700110006      ,B201602806,31,AVONDALE,841,
CONDEMNATION,0810,838,HUTCHINS AV,CIVIL1  ,CBHCODE ,  ,838 HUTCHINS AV,VACANT  ,N,1404841,423336,010800010095      ,B201701863,31,AVONDALE,842,
KEEP THE BUILDING VACANT,0810,848,HUTCHINS AV,ORDERS  ,CBHCODE ,  ,848 HUTCHINS AV,VACANT  ,N,1405089,423309,010800010100      ,B201903260,31,AVONDALE,843,
CONDEMNATION,0810,862,HUTCHINS AV,HAZARD  ,CBHCODE ,  ,862 HUTCHINS AV,VACANT  ,N,1405397,423286,010800010106      ,B201702675,31,AVONDALE,844,
CONDEMNATION,0810,866,HUTCHINS AV,ORDERS  ,CBHCODE ,  ,866 HUTCHINS AV,VACANT  ,N,1405495,423275,010800020025      ,B201907512,31,AVONDALE,845,
CONDEMNATION,0140,1237,IDA ST,HAZARD  ,CBHCODE ,  ,1237 IDA ST,VACANT  ,N,1401248,410635,007300030219      ,B201808086,27,MT ADAMS,846,
CONDEMNATION,1150,1645,ILIFF AV,ORDERS  ,CBHCODE ,  ,1645 ILIFF AV,VACANT  ,N,1378411,414263,018100010105      ,B201702965,46,WEST PRICE HILL,847,
KEEP THE BUILDING VACANT,1150,1647,ILIFF AV,DUPLICAT,CBHCODE ,  ,1647 ILIFF AV,VACANT  ,N,1378377,414313,018100010104      ,B201602051,46,WEST PRICE HILL,848,
CONDEMNATION,1150,1647,ILIFF AV,HAZARD  ,CBHCODE ,  ,1647 ILIFF AV,VACANT  ,N,1378413,414287,018100010104      ,B201610059,46,WEST PRICE HILL,849,
KEEP THE BUILDING VACANT,1150,1713,ILIFF AV,ORDERS  ,CBHCODE ,  ,1713 ILIFF AV,VACANT  ,N,1378479,414881,018100020212      ,B201805239,46,WEST PRICE HILL,850,
KEEP THE BUILDING VACANT,1150,1725,ILIFF AV,FINLNOTC,CBHCODE ,  ,1725 ILIFF AV,VACANT  ,N,1378485,415035,018100020206      ,B201903783,46,WEST PRICE HILL,851,
CONDEMNATION,1230,3114,ILLINOIS AV,ORDERS  ,CBHCODE ,  ,3114 ILLINOIS AV,VACANT  ,N,1380505,402959,015300050056      ,B201904376,49,SEDAMSVILLE-RIVERSIDE,852,
CONDEMNATION,1230,3116,ILLINOIS AV,ORDERS  ,CBHCODE ,  ,3116 ILLINOIS AV,VACANT  ,N,1380484,402942,015300050055      ,B201904377,49,SEDAMSVILLE-RIVERSIDE,853,
KEEP THE BUILDING VACANT,0940,4524,INNES AV,CIVIL1  ,CBHCODE ,  ,4524 INNES AV,VACANT  ,N,1388736,432907,019700390078      ,B201204209,2,NORTHSIDE,854,
CONDEMNATION,0850,3542,IRVING ST,CIVIL1  ,CBHCODE ,  ,3542 IRVING ST,VACANT  ,N,1399169,424394,021600470131      ,B201802884,31,AVONDALE,855,
CONDEMNATION,0850,223,IRWIN PL,PETITION,CBHCODE ,  ,223 IRWIN PL,VACANT  ,N,1400137,424419,021600440095      ,B201804968,31,AVONDALE,856,
CONDEMNATION,0170,547,POPLAR ST,PREPROS ,CBHCODEC,  ,547 POPLAR ST,VACANT  ,N,1393519,412418,013300060091      ,BC20190656,15,WEST END,857,
CONDEMNATION,0170,551,POPLAR ST,PREPROS ,CBHCODEC,  ,551 POPLAR ST,VACANT  ,N,1393482,412422,013300060090      ,BC20180610,15,WEST END,858,
KEEP THE BUILDING VACANT,0170,806,POPLAR ST,VSUSPEND,CBHCODE ,  ,806 POPLAR ST,VACANT  ,N,1393262,412577,013300070094      ,B201407413,15,WEST END,859,
KEEP THE BUILDING VACANT,0170,808,POPLAR ST,VSUSPEND,CBHCODE ,  ,808 POPLAR ST,VACANT  ,N,1393244,412579,013300070157      ,B201407411,15,WEST END,860,
KEEP THE BUILDING VACANT,0170,810,POPLAR ST,VSUSPEND,CBHCODE ,  ,810 POPLAR ST,VACANT  ,N,1393232,412580,013300070093      ,B201608855,15,WEST END,861,
KEEP THE BUILDING VACANT,0170,824,POPLAR ST,FINLNOTC,CBHCODE ,  ,824 POPLAR ST,VACANT  ,N,1393108,412596,013300070088      ,B201806983,15,WEST END,862,
KEEP THE BUILDING VACANT,0170,848,POPLAR ST,FINLNOTC,CBHCODE ,  ,848 POPLAR ST,VACANT  ,N,1392883,412607,013300070078      ,B201902821,15,WEST END,863,
CONDEMNATION,0930,1728,POWERS PL,CIVIL1  ,CBHCODEC,  ,1728 POWERS PL,VACANT  ,N,1388847,427928,019400110326      ,BC20180043,2,NORTHSIDE,864,
KEEP THE BUILDING VACANT,0930,1742,POWERS PL,CIVIL2  ,CBHCODEC,  ,1742 POWERS PL,VACANT  ,N,1388420,428064,019400100102      ,BC20180064,2,NORTHSIDE,865,
KEEP THE BUILDING VACANT,0930,1617,POWERS ST,ORDERS  ,CBHCODE ,  ,1617 POWERS ST,VACANT  ,N,1389630,427872,019400110162      ,B201806756,2,NORTHSIDE,866,
KEEP THE BUILDING VACANT,0930,1635,POWERS ST,PREPROS ,CBHCODE ,  ,1635 POWERS ST,VACANT  ,N,1389408,427892,019400110171      ,B201501540,2,NORTHSIDE,867,
CONDEMNATION,0930,1642,POWERS ST,ORDERS  ,CBHCODE ,  ,1642 POWERS ST,VACANT  ,N,1389308,428016,019400110199      ,B201905394,2,NORTHSIDE,868,
KEEP THE BUILDING VACANT,0670,6008,PRENTICE ST,CIVIL1  ,CBHCODE ,  ,6008 PRENTICE ST,VACANT  ,N,1432242,427977,003600030012      ,B201706632,50,MADISONVILLE,869,
KEEP THE BUILDING VACANT,0670,6012,PRENTICE ST,ORDERS  ,CBHCODE ,  ,6012 PRENTICE ST,VACANT  ,N,1432279,427971,003600030092      ,B201907895,50,MADISONVILLE,870,
KEEP THE BUILDING VACANT,0670,6022,PRENTICE ST,CIVIL2  ,CBHCODE ,  ,6022 PRENTICE ST,VACANT  ,N,1432361,427977,003600030090      ,B201703281,50,MADISONVILLE,871,
KEEP THE BUILDING VACANT,1100,2911,PRICE AV,VSUSPEND,CBHCODE ,  ,2911 PRICE AV,VACANT  ,N,1383836,409729,017500160235      ,B201807140,9,EAST PRICE HILL,872,
KEEP THE BUILDING VACANT,1100,3301,PRICE AV,ORDERS  ,CBHCODEC,  ,3301 PRICE AV,VACANT  ,N,1382630,409851,017500170094      ,BC20180718,9,EAST PRICE HILL,873,
KEEP THE BUILDING VACANT,1120,3411,PRICE AV,FINLNOTC,CBHCODE ,  ,3411 PRICE AV,VACANT  ,N,1382162,409893,017600190168      ,B201902542,9,EAST PRICE HILL,874,
KEEP THE BUILDING VACANT,1120,3421,PRICE AV,CIVIL2  ,CBHCODE ,  ,3421 PRICE AV,VACANT  ,N,1382020,409922,017600190164      ,B201304818,9,EAST PRICE HILL,875,
KEEP THE BUILDING VACANT,1120,3424,PRICE AV,CIVIL1  ,CBHCODE ,  ,3424 PRICE AV,VACANT  ,N,1382013,410068,017500180251      ,B201802645,9,EAST PRICE HILL,876,
KEEP THE BUILDING VACANT,1120,3440,PRICE AV,ORDERS  ,CBHCODE ,  ,3440 PRICE AV,VACANT  ,N,1381796,410081,017500180258      ,B201905888,9,EAST PRICE HILL,877,
KEEP THE BUILDING VACANT,0330,615,PROBASCO ST,PETITION,CBHCODE ,  ,615 PROBASCO ST,VACANT  ,N,1393550,419616,010100050054      ,B201906410,17,UNIVERSITY HEIGHTS,878,
KEEP THE BUILDING VACANT,0330,615,PROBASCO ST,VSUSPEND,CBHCODE ,  ,615 PROBASCO ST,VACANT  ,N,1393550,419616,010100050054      ,B201904553,17,UNIVERSITY HEIGHTS,879,
CONDEMNATION,0820,535,PROSPECT PL,ORDERS  ,CBHCODE ,  ,535 PROSPECT PL,VACANT  ,N,1402423,422532,010700080112      ,B201805961,31,AVONDALE,880,
CONDEMNATION,1040,1628,PULTE ST,CIVIL2  ,CBHCODE ,  ,1628 PULTE ST,VACANT  ,N,1387292,420481,020200400373      ,B201602250,3,N FAIRMONT-ENGLISH WOODS,881,
CONDEMNATION,1040,1638,PULTE ST,HAZARD  ,CBHCODE ,  ,1638 PULTE ST,VACANT  ,N,1387168,420496,020200400367      ,B201802966,3,N FAIRMONT-ENGLISH WOODS,882,
KEEP THE BUILDING VACANT,1040,1641,PULTE ST,CIVIL1  ,CBHCODE ,  ,1641 PULTE ST,VACANT  ,N,1387072,420371,020200400361      ,B201104807,3,N FAIRMONT-ENGLISH WOODS,883,
KEEP THE BUILDING VACANT,1040,1700,PULTE ST,VSUSPEND,CBHCODE ,  ,1700 PULTE ST,VACANT  ,N,1386985,420517,020200400028      ,B201702458,3,N FAIRMONT-ENGLISH WOODS,884,
CONDEMNATION,1040,1735,PULTE ST,FINLNOTC,CBHCODE ,  ,1735 PULTE ST,VACANT  ,N,1386549,420435,020200400064      ,B201900358,3,N FAIRMONT-ENGLISH WOODS,885,
KEEP THE BUILDING VACANT,1130,311,PURCELL AV,CIVIL2  ,CBHCODE ,  ,311 PURCELL AV,VACANT  ,N,1382758,406026,017700360056      ,B201807590,9,EAST PRICE HILL,886,
KEEP THE BUILDING VACANT,1130,326,PURCELL AV,CIVIL2  ,CBHCODE ,  ,326 PURCELL AV,VACANT  ,N,1382799,406168,017700360044      ,B201602456,9,EAST PRICE HILL,887,
KEEP THE BUILDING VACANT,1130,407,PURCELL AV,FINLNOTC,CBHCODE ,  ,407 PURCELL AV,VACANT  ,N,1382346,406529,017700370091      ,B201505178,9,EAST PRICE HILL,888,
CONDEMNATION,1130,431,PURCELL AV,HAZARD  ,CBHCODE ,  ,431 PURCELL AV,VACANT  ,N,1382332,406853,017700370081      ,B201504457,9,EAST PRICE HILL,889,
KEEP THE BUILDING VACANT,1130,451,PURCELL AV,ORDERS  ,CBHCODE ,  ,451 PURCELL AV,VACANT  ,N,1382335,407166,017700340069      ,B201907354,9,EAST PRICE HILL,890,
CONDEMNATION,1130,501,PURCELL AV,HAZARD  ,CBHCODE ,  ,501 PURCELL AV,VACANT  ,N,1382397,407644,017700340007      ,B200907271,9,EAST PRICE HILL,891,
CONDEMNATION,1100,1214,PURCELL AV,CIVIL1  ,CBHCODE ,  ,1214 PURCELL AV,VACANT  ,N,1383048,412407,017300010047      ,B201507282,9,EAST PRICE HILL,892,
CONDEMNATION,0850,3541,PURDUE ST,ORDERS  ,CBHCODE ,  ,3541 PURDUE ST,VACANT  ,N,1399266,424133,021600470155      ,B201808117,31,AVONDALE,893,
CONDEMNATION,0850,3541,PURDUE ST,ORDERS  ,CBHCODE ,  ,3541 PURDUE ST,VACANT  ,N,1399266,424133,021600470155      ,B201907292,31,AVONDALE,894,
CONDEMNATION,1110,1220,QUEBEC RD,HAZARD  ,CBHCODE ,  ,1220 QUEBEC RD,VACANT  ,N,1379842,412760,017400050169      ,B201304159,9,EAST PRICE HILL,895,
CONDEMNATION,1110,1222,QUEBEC RD,HAZARD  ,CBHCODE ,  ,1222 QUEBEC RD,VACANT  ,N,1379847,412787,017400050186      ,B201905716,9,EAST PRICE HILL,896,
KEEP THE BUILDING VACANT,1110,1238,QUEBEC RD,FINLNOTC,CBHCODE ,  ,1238 QUEBEC RD,VACANT  ,N,1379917,412980,017400050163      ,B201902622,9,EAST PRICE HILL,897,
CONDEMNATION,1090,1254,QUEBEC RD,ORDERS  ,CBHCODE ,  ,1254 QUEBEC RD,VACANT  ,N,1379911,413225,017400050152      ,B201602397,9,EAST PRICE HILL,898,
CONDEMNATION,1090,2291,QUEBEC RD,CIVIL1  ,CBHCODEC,  ,2291 QUEBEC RD,VACANT  ,N,1383116,416276,020500190063      ,BC20130059,46,EAST PRICE HILL,899,
CONDEMNATION,1050,1626,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,1626 QUEEN CITY AV,VACANT  ,N,1386922,416832,020200310151      ,B201907953,44,S FAIRMOUNT,900,
CONDEMNATION,1050,1630,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,1630 QUEEN CITY AV,VACANT  ,N,1386892,416820,020200310152      ,B201905842,44,S FAIRMOUNT,901,
CONDEMNATION,1050,1676,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,1676 QUEEN CITY AV,VACANT  ,N,1386372,416822,020300300157      ,B201905531,44,S FAIRMOUNT,902,
KEEP THE BUILDING VACANT,1050,1688,QUEEN CITY AV,CIVIL2  ,CBHCODE ,  ,1688 QUEEN CITY AV,VACANT  ,N,1386277,416792,020300300160      ,B201507291,44,S FAIRMOUNT,903,
CONDEMNATION,1050,1692,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,1692 QUEEN CITY AV,VACANT  ,N,1386212,416824,020300300162      ,B201906174,44,S FAIRMOUNT,904,
CONDEMNATION,1050,1696,QUEEN CITY AV,HAZARD  ,CBHCODE ,  ,1696 QUEEN CITY AV,VACANT  ,N,1386153,416811,020300300164      ,B201609382,44,S FAIRMOUNT,905,
KEEP THE BUILDING VACANT,1050,1726,QUEEN CITY AV,FINLNOTC,CBHCODE ,  ,1726 QUEEN CITY AV,VACANT  ,N,1385691,416814,020300290142      ,B201803076,44,S FAIRMOUNT,906,
KEEP THE BUILDING VACANT,1050,1728,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,1728 QUEEN CITY AV,VACANT  ,N,1385661,416821,020300290143      ,B201803077,44,S FAIRMOUNT,907,
KEEP THE BUILDING VACANT,1050,1732,QUEEN CITY AV,CIVIL2  ,CBHCODE ,  ,1732 QUEEN CITY AV,VACANT  ,N,1385609,416810,020300290167      ,B201506546,44,S FAIRMOUNT,908,
CONDEMNATION,1050,1742,QUEEN CITY AV,CIVIL2  ,CBHCODE ,  ,1742 QUEEN CITY AV,VACANT  ,N,1385451,416786,020300290149      ,B201406539,44,S FAIRMOUNT,909,
KEEP THE BUILDING VACANT,1070,1910,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,1910 QUEEN CITY AV,VACANT  ,N,1383430,417100,020300260101      ,B201808026,44,S FAIRMOUNT,910,
KEEP THE BUILDING VACANT,1070,1918,QUEEN CITY AV,CIVIL1  ,CBHCODE ,  ,1918 QUEEN CITY AV,VACANT  ,N,1383330,417133,020300260097      ,B201502010,44,S FAIRMOUNT,911,
CONDEMNATION,1070,1940,QUEEN CITY AV,HAZARD  ,CBHCODE ,  ,1940 QUEEN CITY AV,VACANT  ,N,1383069,417240,020300260087      ,B201802864,44,S FAIRMOUNT,912,
CONDEMNATION,1180,2544,QUEEN CITY AV,ORDERS  ,CBHCODE ,  ,2544 QUEEN CITY AV,VACANT  ,N,1376551,418638,020800660051      ,B201907221,45,WESTWOOD,913,
KEEP THE BUILDING VACANT,0090,907,RACE ST,FINLNOTC,CBHCODEC,  ,907 RACE ST,VACANT  ,N,1396466,408969,007600010355      ,BC20180771,25,CBD-RIVERFRONT,914,
KEEP THE BUILDING VACANT,0110,1320,RACE ST,FINLNOTC,CBHCODE ,  ,1320 RACE ST,VACANT  ,N,1396332,410681,008100040146      ,B201604375,28,OVER-THE-RHINE,915,
KEEP THE BUILDING VACANT,0110,1505,RACE ST,ORDERS  ,CBHCODE ,  ,1505 RACE ST,VACANT  ,N,1396087,411281,008100020357      ,B200804854,28,OVER-THE-RHINE,916,
HISTORIC -DANGEROUS & UNSAFE,0110,1508,RACE ST,PREPROS ,CBHCODE ,  ,1508 RACE ST,VACANT  ,N,1396217,411349,008100040013      ,B201301027,28,OVER-THE-RHINE,917,
HISTORIC -DANGEROUS & UNSAFE,0110,1510,RACE ST,ORDERS  ,CBHCODE ,  ,1510 RACE ST,VACANT  ,N,1396212,411380,008100040012      ,B201303543,28,OVER-THE-RHINE,918,
KEEP THE BUILDING VACANT,0180,1601,RACE ST,ORDERS  ,CBHCODE ,  ,1601 RACE ST,VACANT  ,N,1395970,411840,009400080049      ,B200905912,28,OVER-THE-RHINE,919,
KEEP THE BUILDING VACANT,0180,1611,RACE ST,VSUSPEND,CBHCODE ,  ,1611 RACE ST,VACANT  ,N,1395956,411920,009400080052      ,B201806304,28,OVER-THE-RHINE,920,
KEEP THE BUILDING VACANT,0180,1623,RACE ST,VSUSPEND,CBHCODEC,  ,1623 RACE ST,VACANT  ,N,1395931,412062,009400080057      ,BC20180566,28,OVER-THE-RHINE,921,
HISTORIC -DANGEROUS & UNSAFE,0180,1629,RACE ST,ORDERS  ,CBHCODE ,  ,1629 RACE ST,VACANT  ,N,1395953,412101,009400080058      ,B201806034,28,OVER-THE-RHINE,922,
HISTORIC -DANGEROUS & UNSAFE,0180,1701,RACE ST,HAZARD  ,CBHCODE ,  ,1701 RACE ST,VACANT  ,N,1395900,412235,009400080164      ,B201504114,28,OVER-THE-RHINE,923,
KEEP THE BUILDING VACANT,0180,1703,RACE ST,VSUSPEND,CBHCODE ,  ,1703 RACE ST,VACANT  ,N,1395916,412266,009400080165      ,B201806030,28,OVER-THE-RHINE,924,
KEEP THE BUILDING VACANT,0180,1707,RACE ST,ORDERS  ,CBHCODE ,  ,1707 RACE ST,VACANT  ,N,1395889,412310,009400080167      ,B201806998,28,OVER-THE-RHINE,925,
KEEP THE BUILDING VACANT,0180,1709,RACE ST,VSUSPEND,CBHCODE ,  ,1709 RACE ST,VACANT  ,N,1395889,412333,009400080168      ,B201806833,28,OVER-THE-RHINE,926,
KEEP THE BUILDING VACANT,0180,1721,RACE ST,VSUSPEND,CBHCODEC,  ,1721 RACE ST,VACANT  ,N,1395868,412453,009400080174      ,BC20180720,28,OVER-THE-RHINE,927,
KEEP THE BUILDING VACANT,0180,1723,RACE ST,VSUSPEND,CBHCODE ,  ,1723 RACE ST,VACANT  ,N,1395866,412471,009400080175      ,B201806831,28,OVER-THE-RHINE,928,
HISTORIC -DANGEROUS & UNSAFE,0180,1936,RACE ST,ORDERS  ,CBHCODE ,  ,1936 RACE ST,VACANT  ,N,1395800,413544,009600060092      ,B201405469,28,OVER-THE-RHINE,929,
HISTORIC -DANGEROUS & UNSAFE,0180,1936,RACE ST,ORDERS  ,CBHCODE ,  ,1936 RACE ST,VACANT  ,N,1395800,413544,009600060092      ,B201806978,28,OVER-THE-RHINE,930,
HISTORIC -DANGEROUS & UNSAFE,0180,1939,RACE ST,ORDERS  ,CBHCODEC,  ,1939 RACE ST,VACANT  ,N,1395670,413586,009600060040      ,BC20190110,28,OVER-THE-RHINE,931,
CONDEMNATION,0550,6589,RAINBOW LN,CIVIL1  ,CBHCODE ,  ,6589 RAINBOW LN,VACANT  ,N,1436773,405221,000100010260      ,B201903250,39,MT WASINGTON,932,
CONDEMNATION,1050,2418,RANKIN ST,ORDERS  ,CBHCODE ,  ,2418 RANKIN ST,VACANT  ,N,1386005,416982,020300300183      ,B201900208,44,S FAIRMOUNT,933,
CONDEMNATION,1170,4609,RAPID RUN RD,HAZARD  ,CBHCODE ,  ,4609 RAPID RUN RD,VACANT  ,N,1375051,412328,017900770157      ,B201905830,46,WEST PRICE HILL,934,
KEEP THE BUILDING VACANT,1160,4766,RAPID RUN RD,ORDERS  ,CBHCODE ,  ,4766 RAPID RUN RD,VACANT  ,N,1373474,411673,018000800391      ,B201907356,46,WEST PRICE HILL,935,
CONDEMNATION,0170,2109,RAVINE ST,ORDERS  ,CBHCODEC,  ,2109 RAVINE ST,VACANT  ,N,1393662,415070,009600030100      ,BC20190696,28,WEST END,936,
CONDEMNATION,0290,2136,RAVINE ST,HAZARD  ,CBHCODE ,  ,2136 RAVINE ST,VACANT  ,N,1393813,415281,009600020262      ,B201505487,17,FAIRVIEW-CLIFTON HEIGHTS,937,
KEEP THE BUILDING VACANT,0230,2228,READING RD,ORDERS  ,CBHCODE ,  ,2228 READING RD,VACANT  ,N,1400878,415093,009000020006      ,B201906328,29,WALNUT HILLS,938,
KEEP THE BUILDING VACANT,0820,3371,READING RD,ORDERS  ,CBHCODE ,  ,3371 READING RD,VACANT  ,N,1403131,421730,010600030044      ,B201902928,31,AVONDALE,939,
CONDEMNATION,0810,3636,READING RD,CIVIL1  ,CBHCODE ,  ,3636 READING RD,VACANT  ,N,1404879,424778,010800040010      ,B201602552,32,AVONDALE,940,
KEEP THE BUILDING VACANT,0830,3651,READING RD,ORDERS  ,CBHCODE ,  ,3651 READING RD,VACANT  ,N,1404719,425019,011200040058      ,B201806017,32,AVONDALE,941,
KEEP THE BUILDING VACANT,0830,3725,READING RD,CRIMINAL,CBHCODE ,  ,3725 READING RD,VACANT  ,N,1405188,425582,011100050052      ,B201301922,32,AVONDALE,942,
CONDEMNATION,0800,3864,READING RD,ORDERS  ,CBHCODE ,  ,3864 READING RD,VACANT  ,N,1406574,426571,011000030013      ,B201706192,32,N AVONDALE-PADDOCK HILLS,943,
CONDEMNATION,0780,4762,READING RD,ORDERS  ,CBHCODE ,  ,4762 READING RD,VACANT  ,N,1410730,432897,013100070143      ,B201805095,19,BOND HILL,944,
KEEP THE BUILDING VACANT,0780,4788,READING RD,CIVIL1  ,CBHCODE ,  ,4788 READING RD,VACANT  ,N,1410803,433232,013100070048      ,B201805029,19,BOND HILL,945,
CONDEMNATION,0780,4788,READING RD,DUPLICAT,CBHCODE ,  ,4788 READING RD,VACANT  ,N,1410803,433232,013100070048      ,B201703637,19,BOND HILL,946,
KEEP THE BUILDING VACANT,1310,7747,READING RD,ORDERS  ,CBHCODE ,  ,7747 READING RD,VACANT  ,N,1414494,444650,011700140210      ,B201807083,22,ROSELAWN,947,
KEEP THE BUILDING VACANT,0670,4535,RED BANK RD,CIVIL1  ,CBHCODE ,  ,4535 RED BANK RD,VACANT  ,N,1428745,426816,003600010197      ,B201807391,50,MADISONVILLE,948,
CONDEMNATION,0790,1236,REGENT AV,ORDERS  ,CBHCODE ,  ,1236 REGENT AV,VACANT  ,N,1408398,434871,013100060145      ,B201907029,19,BOND HILL,949,
KEEP THE BUILDING VACANT,0790,1309,REGENT AV,ORDERS  ,CBHCODE ,  ,1309 REGENT AV,VACANT  ,N,1408600,434709,013100060065      ,B201705418,19,BOND HILL,950,
KEEP THE BUILDING VACANT,0790,1314,REGENT AV,CIVIL2  ,CBHCODE ,  ,1314 REGENT AV,VACANT  ,N,1408697,434842,013100060050      ,B201805984,19,BOND HILL,951,
KEEP THE BUILDING VACANT,0290,235,RENNER ST,CRIMINAL,CBHCODE ,  ,235 RENNER ST,VACANT  ,N,1394914,414498,009500020052      ,B201104726,28,FAIRVIEW-CLIFTON HEIGHTS,952,
HISTORIC -DANGEROUS & UNSAFE,0290,237,RENNER ST,CIVIL1  ,CBHCODE ,  ,237 RENNER ST,VACANT  ,N,1394901,414516,009500020051      ,B201601738,28,FAIRVIEW-CLIFTON HEIGHTS,953,
KEEP THE BUILDING VACANT,0450,1311,LINCOLN AV,CIVIL1  ,CBHCODE ,  ,1311 LINCOLN AV,VACANT  ,N,1406566,418381,006100020135      ,B201603810,29,WALNUT HILLS,954,
CONDEMNATION,0450,1343,LINCOLN AV,ORDERS  ,CBHCODE ,  ,1343 LINCOLN AV,VACANT  ,N,1407019,418339,006100020148      ,B201907851,29,WALNUT HILLS,955,
CONDEMNATION,0450,1343,LINCOLN AV,ORDERS  ,CBHCODE ,  ,1343 LINCOLN AV,VACANT  ,N,1407019,418339,006100020148      ,B201808072,29,WALNUT HILLS,956,
CONDEMNATION,1040,2578,LINDEN ST,HAZARD  ,CBHCODE ,  ,2578 LINDEN ST,VACANT  ,N,1387794,418716,020200330196      ,B201106194,44,N FAIRMONT-ENGLISH WOODS,957,
CONDEMNATION,1040,2606,LINDEN ST,ORDERS  ,CBHCODE ,  ,2606 LINDEN ST,VACANT  ,N,1387718,418847,020200330200      ,B201907261,3,N FAIRMONT-ENGLISH WOODS,958,
CONDEMNATION,1040,2646,LINDEN ST,ORDERS  ,CBHCODE ,  ,2646 LINDEN ST,VACANT  ,N,1387440,419286,020200410026      ,B201907998,3,N FAIRMONT-ENGLISH WOODS,959,
HISTORIC -DANGEROUS & UNSAFE,0020,1201,LINN ST,ORDERS  ,CBHCODEC,  ,1201 LINN ST,VACANT  ,N,1393030,410040,013500030009      ,BC20190192,15,WEST END,960,
KEEP THE BUILDING VACANT,0170,1624,LINN ST,ORDERS  ,CBHCODE ,  ,1624 LINN ST,VACANT  ,N,1393383,412433,013300060086      ,B201503114,15,WEST END,961,
KEEP THE BUILDING VACANT,0170,1910,LINN ST,PREPROS ,CBHCODE ,  ,1910 LINN ST,VACANT  ,N,1393528,413432,013200030128      ,B201906095,15,WEST END,962,
CONDEMNATION,0170,815,LIVINGSTON ST,FINLNOTC,CBHCODE ,  ,815 LIVINGSTON ST,VACANT  ,N,1393172,412701,013300070066      ,B201706121,15,WEST END,963,
CONDEMNATION,0170,815,LIVINGSTON ST,CRIMINAL,CBHCODE ,  ,815 LIVINGSTON ST,VACANT  ,N,1393172,412701,013300070066      ,B200607174,15,WEST END,964,
HISTORIC -DANGEROUS & UNSAFE,0170,821,LIVINGSTON ST,VSUSPEND,CBHCODE ,  ,821 LIVINGSTON ST,VACANT  ,N,1393121,412697,013300070064      ,B201405074,15,WEST END,965,
KEEP THE BUILDING VACANT,0170,823,LIVINGSTON ST,CRIMINAL,CBHCODE ,  ,823 LIVINGSTON ST,VACANT  ,N,1393093,412692,013300070063      ,B200807313,15,WEST END,966,
KEEP THE BUILDING VACANT,0920,3816,LLEWELLYN AV,ORDERS  ,CBHCODE ,  ,3816 LLEWELLYN AV,VACANT  ,N,1387528,427774,019400090241      ,B201904066,7,S CUMMINSVILLE-MILLVALE,967,
